"Chrom"	"Pos"	"Name"	"Class"	"Markers"
"5435"	3	19247567	"b005434"	"b"	"PZE.103026175;"
"5436"	3	19257875	"b005435"	"b"	"PZE.103026250;"
"5437"	3	19260170	"b005436"	"b"	"PZE.103026263;"
"5438"	3	19281521	"b005437"	"b"	"PZE.103026281;"
"5439"	3	19462858	"b005438"	"b"	"PZE.103026362;"
"5440"	3	19592156	"b005439"	"b"	"PZE.103026469;PZE.103026460;PZE.103026453;PZE.103026528;"
"5441"	3	19784738	"b005440"	"b"	"PZE.103026913;"
"5442"	3	19800163	"b005441"	"b"	"SYN848;"
"5443"	3	19944088.5	"b005442"	"b"	"SYN8204;SYN8205;"
"5444"	3	19966911	"b005443"	"b"	"PZE.103027358;"
"5445"	3	20178794	"b005444"	"b"	"PZE.103027495;"
"5446"	3	20183912	"b005445"	"b"	"PZE.103027496;"
"5447"	3	20345340.5	"b005446"	"b"	"PZE.103027658;PZE.103027704;"
"5448"	3	20386496	"b005447"	"b"	"PZE.103027778;"
"5449"	3	20392273	"b005448"	"b"	"PZE.103027810;"
"5450"	3	20498161	"b005449"	"b"	"SYN28124;SYN28125;PZE.103027916;SYN28131;PZE.103028009;"
"5451"	3	20643097	"b005450"	"b"	"PZE.103028106;"
"5452"	3	21262190	"b005451"	"b"	"PZE.103028484;"
"5453"	3	21367847	"b005452"	"b"	"PZE.103028591;"
"5454"	3	21403608	"b005453"	"b"	"PZE.103028735;"
"5455"	3	21553101	"b005454"	"b"	"SYN19341;"
"5456"	3	21553845	"b005455"	"b"	"SYN19342;SYN19343;SYN19345;SYN19347;"
"5457"	3	21559112	"b005456"	"b"	"PZE.103028869;"
"5458"	3	21563863	"b005457"	"b"	"SYN19340;"
"5459"	3	21633467	"b005458"	"b"	"PZE.103028926;"
"5460"	3	21635467	"b005459"	"b"	"PZE.103028959;"
"5461"	3	21755425	"b005460"	"b"	"PZE.103029035;"
"5462"	3	21755860	"b005461"	"b"	"PZE.103029038;"
"5463"	3	21858354	"b005462"	"b"	"SYN18359;"
"5464"	3	21861239	"b005463"	"b"	"PZE.103029211;"
"5465"	3	21861351	"b005464"	"b"	"SYN18361;"
"5466"	3	22283660	"b005465"	"b"	"PZE.103029669;"
"5467"	3	22345480	"b005466"	"b"	"SYN15181;"
"5468"	3	22347491	"b005467"	"b"	"SYN15183;SYN15188;SYN15186;SYN15184;"
"5469"	3	22385428	"b005468"	"b"	"PZE.103029873;"
"5470"	3	22387774	"b005469"	"b"	"PZE.103029952;"
"5471"	3	22389425	"b005470"	"b"	"PZE.103029988;"
"5472"	3	22572781	"b005471"	"b"	"PZE.103030210;"
"5473"	3	22816138	"b005472"	"b"	"PZE.103030646;"
"5474"	3	22958094	"b005473"	"b"	"PZE.103030847;"
"5475"	3	23011934	"b005474"	"b"	"PZE.103030995;"
"5476"	3	23091692	"b005475"	"b"	"PZE.103031083;PZE.103031099;"
"5477"	3	23177675	"b005476"	"b"	"PZE.103031244;"
"5478"	3	23209748	"b005477"	"b"	"PZE.103031307;"
"5479"	3	23210155	"b005478"	"b"	"PZE.103031314;"
"5480"	3	23210352	"b005479"	"b"	"PZE.103031315;"
"5481"	3	23435044	"b005480"	"b"	"PZE.103031418;"
"5482"	3	23631800	"b005481"	"b"	"PZE.103031532;PZE.103031537;"
"5483"	3	23683236	"b005482"	"b"	"PZE.103031549;"
"5484"	3	23713002	"b005483"	"b"	"PZE.103031582;PZE.103031593;"
"5485"	3	23816714	"b005484"	"b"	"PZE.103031625;PZE.103031667;"
"5486"	3	23845336	"b005485"	"b"	"PZE.103031668;"
"5487"	3	23846812	"b005486"	"b"	"PZE.103031701;"
"5488"	3	23895981.5	"b005487"	"b"	"PZE.103031717;PZE.103031718;PZE.103031736;"
"5489"	3	24095328	"b005488"	"b"	"PZE.103031823;"
"5490"	3	24223753	"b005489"	"b"	"PZE.103031856;"
"5491"	3	24282518	"b005490"	"b"	"PZE.103031875;"
"5492"	3	24283096	"b005491"	"b"	"PZE.103031876;"
"5493"	3	24353398	"b005492"	"b"	"PZA02427.1;"
"5494"	3	24446992.5	"b005493"	"b"	"PZE.103031971;SYN15743;"
"5495"	3	24738522	"b005494"	"b"	"PZE.103032107;PZE.103032109;"
"5496"	3	24739602	"b005495"	"b"	"PZE.103032112;"
"5497"	3	24855747	"b005496"	"b"	"PZE.103032315;"
"5498"	3	24857372	"b005497"	"b"	"PZE.103032285;"
"5499"	3	24905503	"b005498"	"b"	"PZE.103032221;"
"5500"	3	24906062	"b005499"	"b"	"PZE.103032194;"
"5501"	3	24908933	"b005500"	"b"	"PZE.103032174;"
"5502"	3	25215408	"b005501"	"b"	"SYN6603;"
"5503"	3	25217062	"b005502"	"b"	"PZE.103032441;"
"5504"	3	25222488	"b005503"	"b"	"PZE.103032493;"
"5505"	3	25340407	"b005504"	"b"	"SYN6597;"
"5506"	3	25343882	"b005505"	"b"	"PZE.103032592;"
"5507"	3	25355371	"b005506"	"b"	"PZE.103032602;"
"5508"	3	25490219	"b005507"	"b"	"PZE.103032638;"
"5509"	3	25862727	"b005508"	"b"	"SYN36774;"
"5510"	3	25865416	"b005509"	"b"	"SYN36772;"
"5511"	3	26007486	"b005510"	"b"	"PZE.103033186;"
"5512"	3	26192810	"b005511"	"b"	"PZE.103033509;"
"5513"	3	26309587	"b005512"	"b"	"PZE.103033638;"
"5514"	3	26313002	"b005513"	"b"	"PZE.103033731;"
"5515"	3	26316092	"b005514"	"b"	"PZE.103033732;"
"5516"	3	26445257	"b005515"	"b"	"PZE.103033917;"
"5517"	3	26447512	"b005516"	"b"	"PZE.103033919;"
"5518"	3	26802065.5	"b005517"	"b"	"PZE.103034106;PZE.103034117;"
"5519"	3	27531961	"b005518"	"b"	"PZE.103034323;"
"5520"	3	27551795	"b005519"	"b"	"PZE.103034362;"
"5521"	3	27555891.5	"b005520"	"b"	"PZB01964.5;PZE.103034431;"
"5522"	3	27678031.5	"b005521"	"b"	"PZE.103034455;PZE.103034474;"
"5523"	3	27754747	"b005522"	"b"	"PZE.103034520;"
"5524"	3	27755007	"b005523"	"b"	"PZE.103034523;"
"5525"	3	27768046	"b005524"	"b"	"PZE.103034530;"
"5526"	3	27768069	"b005525"	"b"	"PZE.103034531;"
"5527"	3	27771676	"b005526"	"b"	"PZE.103034532;"
"5528"	3	27859909	"b005527"	"b"	"PZE.103034572;"
"5529"	3	28215392	"b005528"	"b"	"PZE.103034769;"
"5530"	3	28218391	"b005529"	"b"	"PZE.103034813;"
"5531"	3	28334653	"b005530"	"b"	"SYN682;"
"5532"	3	28334773	"b005531"	"b"	"PZE.103034997;"
"5533"	3	28338880	"b005532"	"b"	"PZE.103035114;"
"5534"	3	28355114	"b005533"	"b"	"PZE.103035200;"
"5535"	3	28610971	"b005534"	"b"	"SYN32857;"
"5536"	3	28615948.5	"b005535"	"b"	"PZE.103035309;PZE.103035332;"
"5537"	3	28617746	"b005536"	"b"	"SYN32858;"
"5538"	3	28619899	"b005537"	"b"	"SYN32859;"
"5539"	3	28639258	"b005538"	"b"	"PZE.103035457;"
"5540"	3	28832142	"b005539"	"b"	"PZE.103035524;PZE.103035526;"
"5541"	3	28842077	"b005540"	"b"	"PZE.103035540;PZE.103035541;"
"5542"	3	28921596	"b005541"	"b"	"PZE.103035609;PZE.103035610;PZE.103035649;PZE.103035654;PZE.103035657;"
"5543"	3	29008787	"b005542"	"b"	"PZE.103035720;"
"5544"	3	29034026	"b005543"	"b"	"SYN870;PZE.103035766;PZE.103035767;PZE.103035781;"
"5545"	3	29094489	"b005544"	"b"	"PZE.103035828;"
"5546"	3	29344346	"b005545"	"b"	"PZE.103036000;PZE.103036076;"
"5547"	3	29517616	"b005546"	"b"	"PZE.103036092;PZE.103036104;"
"5548"	3	29574947	"b005547"	"b"	"PZE.103036122;"
"5549"	3	29611970	"b005548"	"b"	"PZE.103036153;"
"5550"	3	29613247	"b005549"	"b"	"PZE.103036157;"
"5551"	3	29813977	"b005550"	"b"	"PZE.103036305;PZE.103036359;"
"5552"	3	29969685	"b005551"	"b"	"SYN571;SYN572;"
"5553"	3	30034988	"b005552"	"b"	"SYN9228;"
"5554"	3	30057289	"b005553"	"b"	"PZA00210.1;"
"5555"	3	30057686	"b005554"	"b"	"SYN9230;"
"5556"	3	30057846	"b005555"	"b"	"SYN9229;"
"5557"	3	30099973	"b005556"	"b"	"PZE.103036608;PZE.103036644;"
"5558"	3	30498786	"b005557"	"b"	"PZE.103036799;"
"5559"	3	31104988	"b005558"	"b"	"PZE.103037048;"
"5560"	3	31390797	"b005559"	"b"	"SYN11138;"
"5561"	3	31421908	"b005560"	"b"	"SYN11140;SYN11146;PZE.103037181;"
"5562"	3	31452066	"b005561"	"b"	"SYN935;"
"5563"	3	31466135	"b005562"	"b"	"PZE.103037244;"
"5564"	3	31480584	"b005563"	"b"	"PZE.103037256;"
"5565"	3	31486493	"b005564"	"b"	"PZE.103037278;PZE.103037289;"
"5566"	3	31696620	"b005565"	"b"	"PZE.103037370;"
"5567"	3	31804770	"b005566"	"b"	"PZE.103037405;"
"5568"	3	31898366	"b005567"	"b"	"PUT.163a.110204885.63;"
"5569"	3	31899391	"b005568"	"b"	"SYN20485;"
"5570"	3	31899927	"b005569"	"b"	"PZE.103037460;"
"5571"	3	32029723	"b005570"	"b"	"PZE.103037509;"
"5572"	3	32030171	"b005571"	"b"	"PZE.103037510;"
"5573"	3	32030956	"b005572"	"b"	"SYN19397;"
"5574"	3	32031680	"b005573"	"b"	"SYN19410;SYN19400;"
"5575"	3	32034593	"b005574"	"b"	"SYN19404;"
"5576"	3	32035172	"b005575"	"b"	"SYN19414;"
"5577"	3	32035223	"b005576"	"b"	"SYN19415;"
"5578"	3	32035316	"b005577"	"b"	"SYN19399;"
"5579"	3	32035430	"b005578"	"b"	"SYN19403;"
"5580"	3	32042465	"b005579"	"b"	"SYN19401;"
"5581"	3	32075765.5	"b005580"	"b"	"SYN19402;PZE.103037641;"
"5582"	3	32111140	"b005581"	"b"	"PZE.103037674;"
"5583"	3	32125008	"b005582"	"b"	"SYN6859;"
"5584"	3	32237072	"b005583"	"b"	"PZE.103037845;"
"5585"	3	32241152	"b005584"	"b"	"SYN6854;"
"5586"	3	32403200	"b005585"	"b"	"SYN27565;"
"5587"	3	32462838	"b005586"	"b"	"PZE.103038031;"
"5588"	3	32463216	"b005587"	"b"	"PZE.103038030;"
"5589"	3	32500379	"b005588"	"b"	"PZE.103038002;PZE.103038093;"
"5590"	3	33027507	"b005589"	"b"	"PZE.103038295;SYN9952;SYN9955;SYN9954;"
"5591"	3	33064907	"b005590"	"b"	"SYN9958;SYN9959;"
"5592"	3	33101012.5	"b005591"	"b"	"PZE.103038375;PZE.103038387;"
"5593"	3	33128617	"b005592"	"b"	"PZE.103038388;"
"5594"	3	33129482	"b005593"	"b"	"PZE.103038389;"
"5595"	3	33476767	"b005594"	"b"	"SYN21114;"
"5596"	3	33503069	"b005595"	"b"	"PZE.103038470;"
"5597"	3	33560180	"b005596"	"b"	"PZE.103038528;"
"5598"	3	33571732	"b005597"	"b"	"PZE.103038564;"
"5599"	3	33744553	"b005598"	"b"	"SYN666;SYN669;"
"5600"	3	33745858	"b005599"	"b"	"PZE.103038701;"
"5601"	3	33850957	"b005600"	"b"	"PZE.103038918;"
"5602"	3	34035238	"b005601"	"b"	"PZE.103039014;"
"5603"	3	35353297	"b005602"	"b"	"PZE.103039662;"
"5604"	3	35353850	"b005603"	"b"	"SYN12767;PZE.103039677;"
"5605"	3	35422483.5	"b005604"	"b"	"PZE.103039716;SYN12768;"
"5606"	3	35524431.5	"b005605"	"b"	"PZE.103039757;SYN7270;SYN7273;SYN7272;SYN7274;SYN7275;SYN7269;PZE.103039915;"
"5607"	3	35662497	"b005606"	"b"	"SYN557;"
"5608"	3	35702842.5	"b005607"	"b"	"SYN560;SYN561;SYN559;PZE.103040020;"
"5609"	3	35750177	"b005608"	"b"	"SYN7590;"
"5610"	3	35796741	"b005609"	"b"	"SYN7589;"
"5611"	3	35797103	"b005610"	"b"	"SYN7585;"
"5612"	3	35966202	"b005611"	"b"	"PZE.103040399;"
"5613"	3	35997421	"b005612"	"b"	"PZE.103040332;"
"5614"	3	36000518	"b005613"	"b"	"SYN19222;"
"5615"	3	36226605	"b005614"	"b"	"PZE.103040551;"
"5616"	3	36312658	"b005615"	"b"	"PZE.103040656;"
"5617"	3	36316939	"b005616"	"b"	"PZE.103040688;"
"5618"	3	36465467	"b005617"	"b"	"PZE.103040710;"
"5619"	3	36469892	"b005618"	"b"	"PZE.103040722;"
"5620"	3	36593694	"b005619"	"b"	"PZE.103040772;"
"5621"	3	36833272	"b005620"	"b"	"PZE.103040865;"
"5622"	3	36833424	"b005621"	"b"	"SYN20171;"
"5623"	3	36833864	"b005622"	"b"	"PZE.103040868;"
"5624"	3	36833953	"b005623"	"b"	"SYN20169;"
"5625"	3	36947097	"b005624"	"b"	"SYN10474;"
"5626"	3	37096538	"b005625"	"b"	"PZE.103041054;"
"5627"	3	37098301	"b005626"	"b"	"PZE.103041056;"
"5628"	3	37098881	"b005627"	"b"	"SYN686;"
"5629"	3	37159662	"b005628"	"b"	"SYN689;"
"5630"	3	37159946	"b005629"	"b"	"SYN687;"
"5631"	3	37359535.5	"b005630"	"b"	"SYN23557;PZE.103041237;"
"5632"	3	37722773.5	"b005631"	"b"	"SYN38978;PZE.103041366;SYN38977;PZE.103041398;"
"5633"	3	37849300	"b005632"	"b"	"PZE.103041439;SYNGENTA13517;"
"5634"	3	38048617	"b005633"	"b"	"PZE.103041556;"
"5635"	3	38052201	"b005634"	"b"	"SYNGENTA5914;"
"5636"	3	38053211	"b005635"	"b"	"SYNGENTA5939;"
"5637"	3	38060107	"b005636"	"b"	"PZE.103041578;"
"5638"	3	38385228.5	"b005637"	"b"	"PZE.103041642;PZE.103041691;PZE.103041712;PZE.103041819;PZE.103041821;PZE.103041877;"
"5639"	3	38605973	"b005638"	"b"	"PZE.103041880;"
"5640"	3	39019741.5	"b005639"	"b"	"PZE.103041926;PZE.103041989;PZE.103041997;PZE.103041998;PZE.103041999;SYN22701;PZE.103042027;PZE.103042028;PZE.103042032;"
"5641"	3	39388288	"b005640"	"b"	"PZE.103042061;PZE.103042062;"
"5642"	3	39395335	"b005641"	"b"	"PZE.103042070;"
"5643"	3	39396108	"b005642"	"b"	"PZE.103042076;"
"5644"	3	39396493	"b005643"	"b"	"PZE.103042081;"
"5645"	3	39609738.5	"b005644"	"b"	"PZE.103042086;PZE.103042099;SYN16202;SYN16204;PZE.103042180;SYN546;PZE.103042187;"
"5646"	3	39907783	"b005645"	"b"	"PZE.103042202;PZA00380.10;PZA00380.5;PZE.103042244;SYN24833;SYN24837;"
"5647"	3	40319572	"b005646"	"b"	"SYN18834;"
"5648"	3	40320776	"b005647"	"b"	"PZE.103042368;"
"5649"	3	40425924.5	"b005648"	"b"	"PZE.103042373;PHM13823.7;SYN18838;SYN18839;SYN18833;PZE.103042413;PZA01114.1;PZA01114.2;PZE.103042497;"
"5650"	3	40531892	"b005649"	"b"	"PZE.103042504;"
"5651"	3	40537722	"b005650"	"b"	"PZE.103042516;"
"5652"	3	40890320	"b005651"	"b"	"PZE.103042672;"
"5653"	3	40922436	"b005652"	"b"	"PZE.103042714;"
"5654"	3	40935154	"b005653"	"b"	"PZE.103042730;"
"5655"	3	40941469	"b005654"	"b"	"PZE.103042745;"
"5656"	3	41227922.5	"b005655"	"b"	"PZE.103042957;PZE.103042879;PZE.103043004;PZE.103043005;"
"5657"	3	41397810	"b005656"	"b"	"PZE.103043078;"
"5658"	3	41405796	"b005657"	"b"	"PZE.103043134;"
"5659"	3	41613754	"b005658"	"b"	"PZE.103043206;"
"5660"	3	41618198	"b005659"	"b"	"PZE.103043211;"
"5661"	3	41622468	"b005660"	"b"	"PZE.103043218;"
"5662"	3	41737261	"b005661"	"b"	"PZE.103043270;"
"5663"	3	41742185	"b005662"	"b"	"SYN597;"
"5664"	3	42250248	"b005663"	"b"	"PZE.103043444;"
"5665"	3	42579532.5	"b005664"	"b"	"SYN21414;PZE.103043454;PZE.103043464;SYN795;PZE.103043521;PZE.103043558;PZE.103043640;PZE.103043644;PZE.103043653;PZE.103043664;PZE.103043670;"
"5666"	3	43092692	"b005665"	"b"	"PZE.103043712;"
"5667"	3	43093063	"b005666"	"b"	"PZE.103043721;"
"5668"	3	43113093	"b005667"	"b"	"PZE.103043750;"
"5669"	3	43225882.5	"b005668"	"b"	"SYN20676;SYN20675;"
"5670"	3	43229629	"b005669"	"b"	"SYN20671;"
"5671"	3	43230464	"b005670"	"b"	"PUT.163a.148937438.418;PUT.163a.148937438.419;"
"5672"	3	43368250.5	"b005671"	"b"	"PZE.103044021;PZE.103044022;"
"5673"	3	43473810	"b005672"	"b"	"PZE.103044102;"
"5674"	3	43524890	"b005673"	"b"	"PZE.103044113;"
"5675"	3	43868151.5	"b005674"	"b"	"SYN18257;SYN18259;SYN18260;SYN18258;SYN18253;SYN18254;"
"5676"	3	43991837	"b005675"	"b"	"PZE.103044293;"
"5677"	3	43991994	"b005676"	"b"	"PZE.103044300;"
"5678"	3	44061782	"b005677"	"b"	"PZE.103044317;"
"5679"	3	44093709.5	"b005678"	"b"	"PZE.103044356;SYN877;"
"5680"	3	44221232	"b005679"	"b"	"SYN881;"
"5681"	3	44221317	"b005680"	"b"	"SYN883;"
"5682"	3	44223657	"b005681"	"b"	"PZA03070.9;"
"5683"	3	44223736.000617	"b005682"	"b"	"PUT.163a.76021508.3824;PHM15899.9;"
"5684"	3	44257966	"b005683"	"b"	"PZE.103044455;"
"5685"	3	44562066	"b005684"	"b"	"PZE.103044592;"
"5686"	3	44599170	"b005685"	"b"	"PZE.103044613;"
"5687"	3	44599748	"b005686"	"b"	"PZE.103044618;"
"5688"	3	44676067	"b005687"	"b"	"PZE.103044650;PZE.103044652;PZE.103044654;PZE.103044655;"
"5689"	3	45041942	"b005688"	"b"	"SYN830;SYN826;PZE.103044723;PZE.103044725;SYN821;PZE.103044728;PZE.103044759;"
"5690"	3	45048607	"b005689"	"b"	"PZE.103044762;"
"5691"	3	45229812	"b005690"	"b"	"PZE.103044839;"
"5692"	3	45388487	"b005691"	"b"	"PZE.103044886;"
"5693"	3	45432237	"b005692"	"b"	"PZE.103044948;"
"5694"	3	45567053	"b005693"	"b"	"PZE.103045054;"
"5695"	3	45574266	"b005694"	"b"	"PZE.103045058;"
"5696"	3	46154485	"b005695"	"b"	"PZE.103045276;PZE.103045285;SYN4078;SYN4083;"
"5697"	3	46178946	"b005696"	"b"	"PZE.103045326;"
"5698"	3	47191458.5	"b005697"	"b"	"PZE.103045532;PZE.103045548;"
"5699"	3	47394577	"b005698"	"b"	"PZE.103045639;"
"5700"	3	47395550	"b005699"	"b"	"PZE.103045646;"
"5701"	3	47448805	"b005700"	"b"	"PUT.163a.74236155.3617;"
"5702"	3	47455968	"b005701"	"b"	"PUT.163a.74236155.3615;PUT.163a.74236155.3616;SYN33625;SYN33624;"
"5703"	3	47499620	"b005702"	"b"	"PZE.103045745;"
"5704"	3	47531079	"b005703"	"b"	"PZE.103045755;"
"5705"	3	47574787	"b005704"	"b"	"PZE.103045776;"
"5706"	3	47601473	"b005705"	"b"	"PZE.103045825;"
"5707"	3	47603423	"b005706"	"b"	"PZE.103045836;"
"5708"	3	47849370	"b005707"	"b"	"SYN856;"
"5709"	3	47849599	"b005708"	"b"	"PUT.163a.84969550.4459;"
"5710"	3	47852159.5	"b005709"	"b"	"PUT.163a.84969550.4460;PZE.103046016;"
"5711"	3	47961494.5	"b005710"	"b"	"PZE.103046045;SYN13461;"
"5712"	3	48040517	"b005711"	"b"	"PZE.103046076;"
"5713"	3	48043020	"b005712"	"b"	"SYN13453;"
"5714"	3	48386461	"b005713"	"b"	"PZE.103046308;"
"5715"	3	48414272	"b005714"	"b"	"PZE.103046325;"
"5716"	3	48493746	"b005715"	"b"	"SYN658;"
"5717"	3	48806961	"b005716"	"b"	"PZE.103046475;"
"5718"	3	48921925	"b005717"	"b"	"PZE.103046561;"
"5719"	3	48932113	"b005718"	"b"	"PZE.103046584;"
"5720"	3	49054202	"b005719"	"b"	"PZE.103046832;"
"5721"	3	49148223	"b005720"	"b"	"SYN737;"
"5722"	3	49149055	"b005721"	"b"	"SYN738;"
"5723"	3	49425793	"b005722"	"b"	"PZE.103046933;PZE.103046961;PZE.103047157;PZE.103047230;PZE.103047232;"
"5724"	3	50094155	"b005723"	"b"	"PZE.103047376;"
"5725"	3	50108813	"b005724"	"b"	"PZE.103047483;PZE.103047498;"
"5726"	3	50220289	"b005725"	"b"	"PZE.103047552;"
"5727"	3	50220362	"b005726"	"b"	"PZE.103047553;"
"5728"	3	50510271.5	"b005727"	"b"	"PZE.103047743;PZE.103047760;"
"5729"	3	50605440	"b005728"	"b"	"SYN941;"
"5730"	3	50605546	"b005729"	"b"	"PUT.163a.149008324.754;"
"5731"	3	50607687.5	"b005730"	"b"	"SYN937;PZE.103047918;"
"5732"	3	50659497	"b005731"	"b"	"PZE.103047966;"
"5733"	3	50870329	"b005732"	"b"	"PZE.103048028;"
"5734"	3	51039657	"b005733"	"b"	"PZE.103048098;"
"5735"	3	51062306	"b005734"	"b"	"PZE.103048111;"
"5736"	3	51165913	"b005735"	"b"	"PZE.103048161;"
"5737"	3	51260453.5	"b005736"	"b"	"PZE.103048201;PZE.103048205;PZE.103048216;"
"5738"	3	51498349	"b005737"	"b"	"PZE.103048349;"
"5739"	3	52106177	"b005738"	"b"	"PZE.103048633;PZE.103048680;"
"5740"	3	52226582.5	"b005739"	"b"	"PZE.103048707;PZE.103048725;"
"5741"	3	52518712.5	"b005740"	"b"	"PZE.103048772;PZE.103048777;PZE.103048874;PZE.103048893;PZE.103048902;PZE.103048907;PZE.103048908;PZE.103048931;PZE.103048942;"
"5742"	3	53008421	"b005741"	"b"	"PZE.103049024;"
"5743"	3	53028706	"b005742"	"b"	"PZE.103049046;"
"5744"	3	53143423.5	"b005743"	"b"	"PZE.103049101;PZE.103049110;PZE.103049112;"
"5745"	3	53145387	"b005744"	"b"	"PZE.103049138;"
"5746"	3	53147014	"b005745"	"b"	"PZE.103049165;"
"5747"	3	53440110	"b005746"	"b"	"PZE.103049190;PZE.103049396;"
"5748"	3	54005956.5	"b005747"	"b"	"PZA01447.1;PZE.103049563;PZE.103049569;PZE.103049572;PZE.103049573;PZE.103049620;PZE.103049665;PZE.103049695;PZE.103049728;"
"5749"	3	54121561	"b005748"	"b"	"PZE.103049736;"
"5750"	3	54145618	"b005749"	"b"	"PZE.103049753;"
"5751"	3	54175671	"b005750"	"b"	"PZE.103049762;"
"5752"	3	54175875	"b005751"	"b"	"PUT.163a.113760315.155;"
"5753"	3	54177482	"b005752"	"b"	"PZE.103049772;PZE.103049773;"
"5754"	3	54636268	"b005753"	"b"	"PZE.103049977;PUT.163a.21481350.1571;PZE.103050097;"
"5755"	3	54842737	"b005754"	"b"	"SYN31097;"
"5756"	3	54999558	"b005755"	"b"	"SYN31096;PZE.103050118;PZE.103050166;PZE.103050190;PZE.103050196;PZE.103050219;PZE.103050226;PZE.103050232;PZE.103050233;PZE.103050234;PZE.103050235;PZE.103050256;PZE.103050259;PZE.103050268;SYN568;SYN564;"
"5757"	3	55168365	"b005756"	"b"	"PZE.103050322;"
"5758"	3	55300782	"b005757"	"b"	"PZE.103050328;PZE.103050495;PZE.103050521;"
"5759"	3	55900390	"b005758"	"b"	"PZE.103050583;PZE.103050735;PZE.103050833;PZE.103051124;PZE.103051068;"
"5760"	3	56475589	"b005759"	"b"	"PZE.103051259;"
"5761"	3	56901105	"b005760"	"b"	"PZE.103051361;PZE.103051375;"
"5762"	3	56990832	"b005761"	"b"	"PZE.103051464;"
"5763"	3	57088124	"b005762"	"b"	"PZE.103051529;"
"5764"	3	57088999.5	"b005763"	"b"	"SYN37164;SYN37165;"
"5765"	3	57090866.5	"b005764"	"b"	"PZA00627.1;PZE.103051543;SYN37159;"
"5766"	3	57148746	"b005765"	"b"	"PZA03440.4;"
"5767"	3	57393000	"b005766"	"b"	"PZE.103051733;"
"5768"	3	57634501	"b005767"	"b"	"PZE.103051873;"
"5769"	3	57640095	"b005768"	"b"	"PZE.103051880;"
"5770"	3	57641131	"b005769"	"b"	"PZE.103051881;"
"5771"	3	57656677	"b005770"	"b"	"PZA02589.1;"
"5772"	3	57992127	"b005771"	"b"	"PZE.103051969;"
"5773"	3	58060842	"b005772"	"b"	"PZE.103052047;"
"5774"	3	58079313	"b005773"	"b"	"PZE.103052016;"
"5775"	3	58079857	"b005774"	"b"	"PZE.103052001;"
"5776"	3	58266975.5	"b005775"	"b"	"PZE.103051979;PZE.103052068;SYN31936;PZA00509.1;PZE.103052172;SYN31937;PZE.103052208;"
"5777"	3	58481582	"b005776"	"b"	"SYN28612;"
"5778"	3	58484803	"b005777"	"b"	"PUT.163a.78074087.4086;PUT.163a.78074087.4083;PUT.163a.78074087.4085;"
"5779"	3	58540879	"b005778"	"b"	"PZE.103052345;"
"5780"	3	58559423	"b005779"	"b"	"PZE.103052358;"
"5781"	3	58710751	"b005780"	"b"	"PZE.103052411;"
"5782"	3	58714806.5	"b005781"	"b"	"PUT.163a.78113073.4314;PUT.163a.78113073.4313;"
"5783"	3	58878746.5	"b005782"	"b"	"SYN18102;SYN18103;SYN18104;"
"5784"	3	58883827	"b005783"	"b"	"SYN18105;"
"5785"	3	58903173	"b005784"	"b"	"PZE.103052574;"
"5786"	3	58903905	"b005785"	"b"	"PZA03242.1;"
"5787"	3	59037748	"b005786"	"b"	"PZE.103052687;"
"5788"	3	59044722	"b005787"	"b"	"PZE.103052720;"
"5789"	3	59311419.5	"b005788"	"b"	"PZE.103052783;PZE.103052819;"
"5790"	3	59665237	"b005789"	"b"	"PZE.103053032;"
"5791"	3	59802616.5	"b005790"	"b"	"PZE.103053062;PZE.103053093;"
"5792"	3	59813307.5	"b005791"	"b"	"PZE.103053098;PZE.103053100;"
"5793"	3	60724789	"b005792"	"b"	"PZE.103053111;SYN7876;PZE.103053192;SYN14386;PZE.103053305;PZE.103053310;PZE.103053363;PZE.103053471;SYN801;SYN15367;PZE.103053660;PZE.103053661;PZE.103053704;PZE.103053698;PZE.103053768;PZE.103053772;PZE.103053863;PZE.103053865;PZE.103053867;PZE.103053906;PZE.103053907;PZE.103053909;PZE.103053915;PZE.103053975;"
"5794"	3	63401886	"b005793"	"b"	"PZE.103054382;PZE.103054388;PZE.103054432;PZE.103054526;SYN34956;SYN34957;PZE.103054538;PZE.103054539;PZE.103054543;PZE.103054556;PZE.103054563;PZE.103054570;"
"5795"	3	63695713	"b005794"	"b"	"PZE.103054571;"
"5796"	3	63695820	"b005795"	"b"	"PZE.103054573;"
"5797"	3	63696149.5	"b005796"	"b"	"PZE.103054576;PZE.103054586;"
"5798"	3	63738230.5	"b005797"	"b"	"PZE.103054587;PZE.103054621;"
"5799"	3	63780231	"b005798"	"b"	"PZE.103054620;"
"5800"	3	63781698	"b005799"	"b"	"PZE.103054619;"
"5801"	3	64517949.5	"b005800"	"b"	"PZE.103054660;SYN30241;PZE.103054685;PZE.103054688;PZA.002699001;PUT.163a.74238719.3638;"
"5802"	3	64820954	"b005801"	"b"	"PZE.103054851;PZE.103054855;PZE.103054857;"
"5803"	3	65022242	"b005802"	"b"	"PZE.103054947;PZE.103054941;PZE.103054929;PZE.103054926;"
"5804"	3	65485960	"b005803"	"b"	"PZE.103055014;PZE.103055017;"
"5805"	3	65600061.5	"b005804"	"b"	"PZE.103055034;PZE.103055041;SYN35445;SYN35444;SYN35443;SYN35446;SYN35447;SYN35448;PZE.103055083;"
